movie_id,title_th,title_en,overview_th,overview_en,release_date,popularity,vote_average,vote_count,genres,poster_url
1337309,Bangkok Breaking: ฝ่านรกเมืองเทวดา,Bangkok Breaking: Heaven and Hell,เจ้าหน้าที่กู้ภัยต้องดิ้นรนเอาชีวิตรอดจากสถานการณ์เสี่ยงเป็นเสี่ยงตาย หลังจากที่เข้ามาพัวพันกับความขัดแย้งในโลกใต้ดินของกรุงเทพมหานคร,"When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner.",2024-09-19,131.646,6.67,50,"28, 80, 18, 53",https://image.tmdb.org/t/p/w500/4Rl94Nzl912JDO6qVjtSelNxjIG.jpg
1134424,นักรบมนตรา: ตำนานแปดดวงจันทร์,Mantra Warrior: The Legend of The Eight Moons,มหาศึกสงครามระหว่างกองทัพแห่งองค์ราม และ จักรพรรดิทศกัณฐ์ ที่ต่อสู้กันมาอย่างยาวนานไม่รู้จักจบสิ้นในจักรวาลอีกห้วงมิติหนึ่ง ซึ่งในระหว่างที่สู้รบนั้น องค์รามได้เกิดพลาดท่าถูกทศกัณฐ์ลักพาตัวพระแม่สีดาขึ้นยานหนีไป เพราะตามตำนานได้กล่าวไว้ว่าในทุกๆ 500 ปี พลังแห่งเทพที่สามารถสร้างหรือทำลายทุกสรรพสิ่งในพริบตา จะตื่นขึ้นในร่างสตรีนางหนึ่ง ซึ่งทศกัณฐ์เชื่อว่าพลังอันยิ่งใหญ่ที่หลับใหลนี้อยู่ในตัวพระแม่สีดา ทำให้องค์รามต้องส่ง “วายุ” “เวฬา” และ “บุษบา” นักรบทั้งสามเพื่อออกติดตามนำตัวพระแม่สีดากลับคืนมา แต่ก็ถูกขัดขวางด้วยพละกำลังอันมหาศาลจากราชาพาลี แม่ทัพผู้แข็งแกร่งที่ไม่เคยพ่ายแพ้ในศึกสงคราม และหนทางเดียวที่จะชิงตัวพระแม่สีดากลับคืนมาและเอาชนะศึกสงครามระดับจักรวาลในครั้งนี้ได้ คือต้องรอคอยนักรบในตำนานที่ถูกเรียกขานว่า นักรบมนตรา ที่จะถือกำเนิดในห้วงเวลาที่เกิดปรากฏการณ์ดวงจันทร์ทั้งแปดแห่งดาววานาราเรียงตัวกันเท่านั้น,"A story inspired by the original RAMAYANA, retold in a futuristic universe, involving brave warriors who possess ancient powers from another dimension.",2023-10-11,105.941,7.5,68,"16, 28, 12, 14, 878",https://image.tmdb.org/t/p/w500/mynbrkIAAWw8OVVNAqC75vPwKqg.jpg
1167366,ยูเรนัส 2324,Uranus 2324,นักบินอวกาศและนักประดาน้ำที่ผูกพันกันตั้งแต่เยาว์วัย แต่จากกันไปเพราะโศกนาฏกรรม ต้องหาทางแก้ไขกฎของปริภูมิและเวลา เพื่อกลับมาเคียงข้างกันอีกครั้ง,"Bonded in their youth and separated by tragedy, an astronaut and a free diver bend the laws of space and time in their efforts to be together again.",2024-07-04,55.288,6.3,24,"10749, 18, 878",https://image.tmdb.org/t/p/w500/fXx7wPWSfCrWApWsB4kLoiGzbSP.jpg
1103621,หลานม่า,How to Make Millions Before Grandma Dies,เอ็ม ที่ตัดสินใจดร็อปเรียนตอนปีสี่ เพื่อมาเอาดีทางการเป็นนักแคสต์เกม แต่ทำยังไงก็ไม่รุ่ง เอ็มเลยคิดจะรวยด้วยการทำงานสบายๆ แบบ มุ่ย ลูกพี่ลูกน้องที่รับดูแลอากงที่ป่วยระยะสุดท้าย จนกลายเป็นทายาทคนเดียวที่ได้รับมรดกเป็นบ้านราคากว่าสิบล้าน เส้นทางการเป็นเศรษฐีรออยู่ตรงหน้า เอ็มจึงอาสาไปดูแล อาม่า ที่ตรวจพบว่าเป็นมะเร็ง และน่าจะมีชีวิตอยู่ได้อีกไม่เกินปี โดยหวังจะได้มรดกหลักล้านเช่นกัน  เมื่อหลานกับอาม่าที่อายุห่างกันกว่า 50 ปี ต้องมาอยู่ร่วมกัน การต่อปากต่อคำจึงเกิดขึ้นในทุกโมเมนต์ แต่มันกลับ เป็นช่วงเวลาที่ทำให้อาม่าลืมเหงา จากการเฝ้ารอลูกชายคนโต กู๋เคี้ยง ลูกสาวคนกลาง อย่าง แม่ของเอ็ม และลูกชายคนเล็กอย่าง กู๋โส่ย ที่จะมาพร้อมหน้ากันตามเทศกาลต่างๆ เท่านั้น ไม่น่าเชื่อว่างานที่เริ่มต้นทำเพราะหวังรวย จะทำให้คนห่วยๆ อย่างเอ็มได้รู้ว่าคำว่า “ครอบครัว” มีค่ามากกว่าเงิน,"M, a university dropout low on money and luck, volunteers to take care of his terminally ill grandmother, in the hope of pocketing an inheritance.",2024-04-04,58.311,8.0,91,"18, 35",https://image.tmdb.org/t/p/w500/ciBi4QmK13W8TlCd2hcgucqgb0.jpg
1134433,ธี่หยด,Death Whisperer,บทสรุปเรื่องเล่าที่เป็นตำนาน หญิงชุดดำที่มาพร้อมกับเสียง “ธี่หยด” ความน่ากลัวที่ไม่มีวิธีรับมือ ความสยองที่คืบคลานเข้ามาสู่ครอบครัวนี้อย่างไม่มีเหตุผล ยักษ์จึงต้องทำทุกวิถีทางเพื่อให้แย้มหายจากอาการประหลาด และทำให้ครอบครัวมีชีวิตรอดไปจากเสียงเพรียกสยองยามค่ำคืน,"When a remote village is plagued by a deadly curse, one brother must fight to save his family from a terrifying supernatural threat.",2023-10-25,66.564,7.596,167,"27, 53",https://image.tmdb.org/t/p/w500/wmenjROhs4AI4vDBmSVy3d1tLL7.jpg
1025169,13 หมูป่า: เรื่องเล่าจากในถ้ำ,The Trapped 13: How We Survived The Thai Cave,สมาชิกทีมฟุตบอลเยาวชนหมูป่าร่วมถ่ายทอดประสบการณ์ติดถ้ำหลวงในปี 2018 และเรื่องราวการต่อสู้ดิ้นรนเพื่อเอาชีวิตรอด ในผลงานสารคดีชวนติดตาม,"In this compelling documentary, members of the Thai youth soccer team tell their stories of getting trapped in Tham Luang Cave in 2018 — and surviving.",2022-10-05,46.307,6.4,84,99,https://image.tmdb.org/t/p/w500/seeEc3xNttsx308AB0iFtqKVyjG.jpg
17111,ชัตเตอร์ กดติดวิญญาณ,Shutter,เรื่องราวของ ช่างภาพหนุ่ม มาดเซอร์ กับ แฟนสาวของเขา เรื่องเริ่มต้นขึ้น เมื่อทั้งคู่ ขับรถชนหญิงสาว คนหนึ่งอย่างแรง แล้วตัดสินใจ ขับหนีไป ไม่นานทั้งคู่ ก็ต้องพบกับ เหตุการณ์ประหลาด เมื่อภาพถ่ายขอ งพระเอกนั้น ถ่ายติดแสงเงา ประหลาดมาด้วย แรกเริ่มเขาก็คิด เพียงว่ามันเป็น แค่รูปเสีย แต่เขาก็พบว่า มันมีอะไร บางอย่าง มากกว่านั้น คือมีเงาคล้ายกับ ใบหน้าของ ผู้หญิง ติดมาในรูปด้วย ทั้งคู่เริ่มค้นพบว่า เงาที่ปรากฏในภาพทั้งหลายนั้น มีบางอย่าง ที่เชื่อมโยงถึงกัน,"After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.",2004-09-09,42.441,7.292,1229,"27, 9648, 53",https://image.tmdb.org/t/p/w500/c73npKeocy779c6zmXjkfJehV2Q.jpg
949429,ผจญภัยล่าขุมทรัพย์หมื่นลี้,The Adventures,“จอย” เธอได้พบ “ริคกี้” ชายไทยที่ร้านขายของเก่าที่เซี่ยงไฮ้ จอยกับริกกี้แย่งกันซื้อรูปปั้นคู่หนึ่ง ริคกี้บังเอิญทำรูปปั้นแตก เขาพบว่าข้างในมีลายแทงส่วนหนึ่งอยู่ ริคกี้ขอจอยซื้อรูปปั้น แต่จอยไม่ยอม ริคกี้ต้องจำใจบอกความลับ พร้อมเสนอว่าจะแบ่งสมบัติให้ จอยตกลง เมื่อทุบรูปปั้นออกปรากฏว่ามีลายแทงส่วนที่สองอยู่จริงๆ แต่ก็ยังขาดอีกส่วน การผจญภัยตามล่าขุมทรัพย์ของสองคนก็เริ่มต้น,"Joy, a secretary at a large multinational company, has an online shopping problem, likes to read adventure novels and watch travel and adventure shows. She daydreams about living a life of adventure.",2023-12-22,30.202,6.163,52,"10749, 35, 12",https://image.tmdb.org/t/p/w500/w0Fao59IOjgfA9a1BFHG5nECGJg.jpg
9316,องค์บาก,Ong-Bak,"""องค์บาก"" พระพุทธรูปศักดิ์สิทธิ์ ซึ่งเป็นที่เคารพบูชาของหมู่บ้านหนองประดู่ ได้ถูกขโมยตัดเศียรไป บุญทิ้ง (ทัชชกร ยีรัมย์) หนุ่มบ้านหนองประดู่ จึงอาสาออกตามหามาจนถึงกรุงเทพฯ จนได้เจออ้ายหำแหล่หรือ ยอร์จ (หม่ำ จ๊กมก) ลูกชายผู้ใหญ่บ้านที่ทิ้งท้องนาและกลิ่นโคลนสาปควายบ้านนอก มาร่วมทีมกับ ""หมวยเล็ก"" (ภุมวารี ยอดกมล) มาเป็น 18 มงกุฎ ต้มตุ๋นชาวบ้านเพื่อเลี้ยงปากท้อง บุญทิ้งจึงไม่วายเป็นเหยื่อเพราะความซื่อ แต่ด้วยความที่เป็นคนดีและเคยช่วยเหลือชีวิตทั้งสองไว้ ภายหลังเขาจึงได้รับความช่วยเหลือจากทั้งสองในการตามหาองค์บาก พร้อมถูกดึงเข้าสู่การต่อสู้กับเจ้าพ่ออิทธิพลมืดจนเกือบเอาชีวิตไม่รอด บุญทิ้งจึงขอต่อสู้ถวายชีวิตด้วยศิลปะมวยไทยโบราณตลอดจนการเดินทางตามหาองค์บากเพื่อนำกลับคืนสู่หมู่บ้านให้ทันพิธีอุปสมบทหมู่ซึ่งจะจัดขึ้นในอีก 7 วันให้ได้","When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.",2003-01-21,46.092,7.134,1686,"28, 53, 80, 12",https://image.tmdb.org/t/p/w500/7QJsZMasorm07MbqtaVOYKhbW9g.jpg
745881,ร่างทรง,The Medium,เรื่องราวของการสืบทอดทายาทร่างทรงที่กลับกลายเป็นการส่งต่อความตาย และท้าทายทุกความเชื่อที่เคยมีมา,"A documentary crew heads to Thailand’s Isan region to interview Nim, a shaman who believes she is inhabited by the spirit of Ba Yan, a goddess. As her niece, Mink, begins displaying odd behavior, disturbing events start to challenge the community’s beliefs, suggesting a darker force may be at play.",2021-10-28,42.237,7.013,634,"27, 53",https://image.tmdb.org/t/p/w500/tc9ySw8e1nXmd14FEWLkbUEpeFp.jpg
1244361,ช.พ.๑ สมรภูมิคืนชีพ,Operation Undead,พ.ศ. ๒๔๘๔ ทั่วโลกรวมถึงประเทศไทยกำลังระส่ำระส่ายจากการบุกรุกของทหารญี่ปุ่น ที่ตอนนี้มีเป้าหมายจะใช้จังหวัดชุมพรเป็นจุดยกพลขึ้นบก ทุกคนล้วนถูกเรียกรวมพล เพื่อไปต้านทานทหารญี่ปุ่น รวมถึง เมฆ (นนกุล) นายทหารหนุ่มผู้ซื่อสัตย์ และพร้อมเสียสละ เพื่อประเทศชาติ แต่กลับกัน หมอก (อวัช รัตนปิณฑะ) ผู้เป็นน้องชายของเมฆ ซึ่งอยู่ใน หน่วยยุวชนทหาร กลับคิดจะหนีทัพเพราะเขาไม่อยากเสี่ยงชีวิตเหมือนพี่ชาย ทำให้ทั้งคู่ ทะเลาะกันอย่างรุนแรง แต่สุดท้ายด้วยคำพูดของเมฆ ทำให้หมอกตัดสินใจจะไม่หนีไป และเข้าร่วมรบ แต่หลังจากนั้นไม่นาน กลุ่มยุวชนทหารของหมอกก็พบว่ากองทัพญี่ปุ่นได้นำ “บางสิ่ง” เข้ามาเป็นอาวุธในสนามรบ มันคือทหารญี่ปุ่นที่ไร้สติ ไล่ล่า กัดกินทุกชีวิตที่ได้พบเห็น ในที่สุดหมอกและกลุ่มยุวชนทหารก็ไม่อาจหนีรอดจากการไล่ล่า สงครามครั้งนี้ได้ เปลี่ยนพวกเขา ให้กลายเป็นสิ่งมีชีวิตกลายพันธ์ุบางอย่าง หมอกและกลุ่มยุวชนทหาร ต้องพยายามที่จะ ครองสติเอาไว้ให้ได้มากที่สุด ก่อนที่เขาจะสูญเสียตัวตนไปตลอดกาล,"Set during Thailand's traumatic WWII involvement, a Japan-engineered chemical weapon creates a voracious superhuman horde of Thai soldiers leaving a blood-soaked path of ultra-violence and destruction.",2024-08-01,33.638,3.4,9,"27, 28, 53",https://image.tmdb.org/t/p/w500/ymJgjrRyqJsNK67dqLv4kwvPatV.jpg
8982,ต้มยำกุ้ง,The Protector,"เรื่องราวของ ขาม (จา พนม ยีรัมย์) เด็กหนุ่มบ้านป่าที่ชีวิตต้องพลิกผันข้ามน้ำข้ามทะเลไปยังออสเตรเลียเพื่อช่วยพ่อใหญ่ และ ขอน ช้างพลายสองพ่อลูกที่ถูกลักพาไปขายในต่างแดน ด้วยความช่วยเหลือจาก จ่ามาร์ค (หม่ำ จ๊กมก) และ ปลา (ตั๊ก บงกช คงมาลัย) ทำให้พบเบาะแสที่ร้าน ""ต้มยำกุ้ง"" ที่เบื้องหลังคือธุรกิจค้าสัตว์ผิดกฎหมาย เมื่อชีวิตสัตว์มากมายต้องถูกพรากอย่างทารุณ กระตุ้นแรงโกรธแค้นของเขาให้ลุกโชนดั่งเปลวเพลิง ถึงเวลาที่เลือดเข้าตาต้องเดินหน้าสู้ตาย ด้วยวิถีการต่อสู้ที่ถูกฝังอยู่ในสายเลือด ""มวยคชสาร"" การต่อสู้มือเปล่าแบบโบราณ ที่จะกลายเป็นตำนานตราบเท่าปัจจุบัน!!","A young fighter named Kham must go to Australia to retrieve his stolen elephant. With the help of a Thai-born Australian detective, Kham must take on all comers, including a gang led by an evil woman and her two deadly bodyguards.",2005-08-11,34.219,7.1,855,"28, 80, 18, 53",https://image.tmdb.org/t/p/w500/6CHTuyaGmLzQHdHLawAxJdtOQax.jpg
16353,องค์บาก 2,Ong Bak 2,เทียน เด็กหนุ่มที่หวังเติบใหญ่เป็นนักรบผู้แกร่งกล้าเฉกเช่นบิดา ออกญาสีหเดโช นายทหารผู้ซื่อสัตย์ซึ่งจงรักภักดีต่อเหนือหัวผู้ซึ่งยอมได้ แม้กระทั่งสละชีวิตตนเอง เพื่อปกป้องผืนแผ่นดินจากเหล่าผู้ฉ้อฉล และคนทรยศแต่จากคำทำนายที่ว่าเมื่อใดที่เทียนซึ่งถือกำเนิดในฤกษ์พระกาฬเติบใหญ่ภายใต้วังวนแห่งคมดาบ และกลิ่นคาวเลือด เมื่อนั้นผู้คนจำนวนมากจักต้องล้มตายกันอย่างพร้อมเพรียง ทำให้ออกญาสีหเดโชตัดสินใจส่งเทียนไปให้ ครูบัว เพื่อนสนิทซึ่งต่างเป็นลูกศิษย์ของพระครูปั้นมาด้วยกันช่วยบ่มเพาะสมาธิ เรียนรู้การฝึกจิตให้นิ่ง และศึกษาในด้านวิชาโขนนาฏศิลป์ เพื่อหวังว่าสิ่งเหล่านี้จะช่วยจรรโลงจิตใจให้เกิดแต่สิ่งที่ดีงามขึ้น โดยมี พิม เด็กสาวที่ครูบัวเก็บมาเลี้ยงคอยให้ความช่วยเหลือ และมี ไอ้เหม็น ชายบ้าเสียสติ แต่หลงใหลในนาฏศิลป์ เป็นเพื่อนเล่น,"Tien, the son of Lord Sihadecho — a murdered nobleman — is taken under the wing of Chernang, a renowned warrior and leader of the Pha Beek Krut.",2008-12-04,27.674,6.4,632,"12, 28, 53",https://image.tmdb.org/t/p/w500/oNGz9bpkkbOMA8KugB1oRSwMr38.jpg
1290213,404 สุขีนิรันดร์..Run Run,404 Run Run,แก๊งย้อมแมว ขายบ้านมีประวัติ ที่คิดการใหญ่ อยากย้อมช้าง ขายโรงแรมผี เลยเจอดีถูกผีคุณหนูเจ้าของโรงแรมเช็คบิล ตั้งแต่เช็คอินจนหมดสิทธิ์เช็คเอาท์ ทางเดียวที่จะเอาชีวิตรอด คือ ต้อง RUN!,"Nakrob, a young real estate swindler, discovers an abandoned hillside hotel by the beach. Seeing an opportunity, he decides to turn it into a luxury hotel scam.",2024-11-28,27.357,5.0,2,"35, 27",https://image.tmdb.org/t/p/w500/m6oLyY6vEWKjDp5AlYcycpivBNr.jpg
759923,พร้อมรุก ยัยตุ๊กตาซ้อมรัก,My Sex Doll Bodyguard,"เรื่องราวชุลมุนวุ่นทั้งกายทั้งใจเกิดขึ้นเมื่อ ""อิฐ"" (ต้นน้ำ เปี่ยมชล) ได้รับพัสดุปริศนาที่ข้างในคือ ""แอนนา"" (มุก พิชานา) เซ็กส์ดอลล์ระบบเอไออัจฉริยะ อิฐต้องลองมีเซ็กส์กับแอนนาเพื่อทดสอบการใช้งาน ไม่เช่นนั้นเขาจะติดหนี้ 50 ล้านบาท จากการที่พ่อของเขากู้เงินมาร่วมลงทุนประดิษฐ์เซ็กส์ดอลล์ ทุกอย่างเหมือนจะเป็นไปด้วยดี แต่ติดอยู่ที่เขายังเป็นหนุ่มเวอร์จิ้นแถมยังเป็นโรคกลัวผู้หญิง! อิฐจะทำยังไงต่อไป? ในเมื่อเขาเป็นคนเดียวที่จะสามารถแตะต้องเธอได้","The story of chaos both body and mind occurs when Brick receives a package of mystery that is inside Anna Sex Doll AI system that Able to develop themselves as human beings Brick had to try sex with Anna to test its functionality. Otherwise, he will owe $ 50 million from his father's loan to invest in making sex dolls. Everything seems to be going well. But stuck that he is still a virgin and is afraid of women! What will the bricks do next? When he is the only one who will be able to touch her",2020-10-30,33.938,7.45,20,"35, 10749",https://image.tmdb.org/t/p/w500/cyVyrXq5dRAtdF06iQhi2vkkyYE.jpg
1034337,ปฏิบัติการกู้หวย,The Lost Lotteries,คนแปลกหน้าดวงซวย 5 คนต้องหันมาร่วมมือกันหาทางชิงลอตเตอรี่รางวัลที่หนึ่งมูลค่าหลายล้านคืนมาจากเจ้าพ่อแก๊งมาเฟียสุดโหด,Five down-on-their-luck strangers must band together to steal back winning lottery tickets worth millions from a wicked mafia boss.,2022-11-16,24.079,6.7,26,"80, 35",https://image.tmdb.org/t/p/w500/K4I5zUfVszl6vGpTfMo7ue8TgU.jpg
1285282,แสนสนั่น พันธุ์สั่นสู้,Muay Thai Hustle,“แสนสนั่น พันธุ์สั่นสู้” เป็นการเล่าเรื่องราวของ ‘แสน’ นักมวยตกอับ ที่กำลังจะหมดอนาคตเพราะความหวังดีของเพื่อน จนวงการมวยหันหลังให้ เขาจึงกลับไปอยู่กับแม่ที่ต่างจังหวัด มีเรื่องราวเกิดขึ้นมากมายจนเห็นความตายมาเตือนสติ ทำให้หวนกลับมาตามหาครูมวยในตำนาน และในที่สุดเขาก็ได้สิ่งที่ฝัน แถมเมียอีกหนึ่งคน…,"Saen San Phan San Su tells the story of 'Saen', a down and out boxer whose future is about to end because of the goodwill of his friends, until the boxing industry turns its back on him. He returns to live with his mother in the province. Many things happen until he sees death as a warning, causing him to return to search for the legendary boxing teacher. And finally, he gets what he has dreamed of, plus a wife...",2025-01-09,25.033,0.0,0,35,https://image.tmdb.org/t/p/w500/uv0r02j8XCY7OSf0hhlLBdfBvZF.jpg
110552,ต้มยำกุ้ง 2,The Protector 2,เมื่อสาเหตุการฆาตกรรมเสี่ยสุชาติเจ้าของปางช้างผู้กว้างขวาง คือการถูกกระแทกเข้าอย่างจังในจุดตาย 3 แห่งโดยผู้เชี่ยวชาญด้านการต่อสู้ หลักฐานทั้งหมดบ่งชี้มัดตัว ไอ้ขาม เนื่องจากเขาเป็นคนสุดท้ายที่ถูกพบอยู่ในที่เกิดเหตุกับผู้ตาย เขาจึงต้องหลบหนีจากการจับกุมและการตามล่าเพื่อทวงแค้นจากหลานสาวฝาแฝดของเสี่ยสุชาติ แต่โชคยังเข้าข้างเมื่อระหว่างการหลบหนี ขามได้รับการช่วยเหลือจากจ่ามาร์ค  ตำรวจสากลที่ถูกส่งมาจากซิดนีย์เพื่อจัดการภารกิจบางอย่าง ขามหนีการตามล่า พร้อมกับการตามหา ขอน ช้างตัวเดียวที่เป็นเสมือนทั้งเพื่อนและพี่น้อง ที่ถูกขโมยไปเมื่อหลายวันก่อน ยิ่งหนี ขาม ก็ยิ่งต้องเข้าไปพัวพันกับองค์กรลึกลับที่ถูกควบคุมโดย แอล ซี  นายใหญ่ผู้คลั่งไคล้การสะสมนักสู้จากทั่วโลกอย่างลับ ๆ ทำให้เหล่านักสู้ที่ถูกตีตราด้วยตัวเลข ไม่ว่าจะเป็น ทเวนตี้ หรือ Number 2  ล้วนแต่มีเป้าหมายอยู่ที่การจัดการ ไอ้ขาม เพื่อวัตถุประสงค์บางอย่างของนายใหญ่,"Kham is the last in long line of guards who once watched over the King of Thailand's war elephants. Traditionally, only the perfect elephants could successfully help defend the throne, after his harrowing quest to retrieve the elephants, Kham returns to his village to live in peace. But for someone as good in martial arts as him, peace is but a wishful thought.",2013-10-23,21.845,6.123,269,28,https://image.tmdb.org/t/p/w500/g6Tluly3l6O2n1PtlwT0D7tIE7u.jpg
40127,คนเล่นของ,Art of the Devil,ประธาน (ตฤณ เศรษฐโชค) ได้มีสัมพันธ์รักกับบุ๋ม (ศุภักษร ไชยมงคล) ทั้ง ๆ ที่มีครอบครัวอยู่แล้ว จากนั้นไม่นานเธอก็ท้อง แต่ประธานไม่รับผิดชอบ ด้วยความแค้น บุ๋มจึงไปหาหมอทำคุณไสย ในที่สุดทุกคนก็ตายสมใจบุ๋ม ลูกในท้องของเธอจึงมีสิทธิในมรดกของประธาน แต่แล้วหล่อนก็ถูกรถชนเข้าอย่างจัง กลายเป็นว่ากมลา (กรองทอง รัชตะวรรณ) เมียน้อยอีกคนหนึ่งของประธาน พร้อมกับลูก ๆ ของหล่อน ได้รับมรดกทั้งหมดไป บุ๋มกลับเข้ามาสู่กองมรดกของประธานอีกครั้ง ในฐานะลูกสะใภ้ของกมลา โดยที่ทุกคนไม่รู้เลยว่า บุ๋มกำลังตามมาทวงสิทธิของตนในมรดกประธานคืน,"A pregnant woman is abandoned by her lover. Enraged, she goes to a witch doctor and uses black magic to have her ex and his family killed, only for another woman claiming to be her lover's secret mistress to claim his inheritance and move into his house with her children. Not long after that, inexplicable things happen to that family and, one by one, they begin to die.",2004-06-17,22.519,6.372,98,"27, 9648",https://image.tmdb.org/t/p/w500/7ejh1s36AI19T9LvB3jtqXbUP9b.jpg
949701,แสงกระสือ 2,Inhuman Kiss: The Last Breath,เรื่องราวความรักต่างสายพันธุ์ระหว่าง “คน” และ “กระสือ” กำลังจะเริ่มต้นอีกครั้ง หลังโศกนาฏกรรม “กระสือสายบ้านโคกอีนวล” ผ่านไป 30 ปี “น้อย” (แสดงโดย น้อย-กฤษดา แคลปป์) เลี้ยงดู “สาว” (นิ้ง-ชัญญา แม็คคลอรีย์) ลูกสาวที่ได้รับเชื้อกระสือ ทำให้ น้อยและ “บาทหลวงออกัสติน” (โจ คัมมิงส์) ร่วมคิดค้นตัวยาที่สกัดจาก “ว่านกระสือ” เพื่อใช้ในการรักษา สาวได้พบกับ “คล้าว” หรือ “คลาว” โดยบังเอิญ (เจเจ-กฤษณภูมิ พิบูลสงคราม) บุตรบุญธรรมของบาทหลวงออกัสติน ที่มีความผิดปกติทางร่างกายแต่กำเนิด ความรักของสาวและคล้าวค่อย ๆ ผลิบานพอ ๆ กับเชื้อร้ายในตัวของสาวที่เริ่มออกอาการมากขึ้นทุกวัน นักลงทุนชาวต่างชาติที่ต้องการตัว “กระสือสาว” “พันธุ์” (ปีเตอร์-นพชัย ชัยนาม) อดีตทหารรับจ้างจึงถูกจ้างมาเพื่อ “ไล่ล่า” สาวจะรอดพ้นเงื้อมมือของพันธุ์ได้หรือไม่ ร่วมเอาใจช่วยเขาและเธอได้ใน “แสงกระสือ2”,"Friends since childhood, two lonely outcasts longing to be loved meet again. However, they must subdue a bloodthirsty demon residing in one of them.",2023-03-30,22.033,6.9,40,"10749, 27, 18",https://image.tmdb.org/t/p/w500/mkKEP3eK21xh3eq4O3mjRoxSX0b.jpg
151512,จันดารา ปฐมบท,Jan Dara: The Beginning,จัน ดารา เป็นภาพยนตร์ไทย ดัดแปลงจาก นิยายเรื่อง 'เรื่องของจัน ดารา' ซึ่ง อุษณา เพลิงธรรม เขียนลงพิมพ์ เป็นตอนๆ ในหนังสือพิมพ์ ตั้งแต่ปี 2507 ถึงปี 2509 มีหม่อมหลวง พันธุ์เทวนพ เทวกุล เป็นผู้เขียนบท และกำกับ และสหมงคลฟิล์ม สร้างเป็นทวิภาค ต่อเนื่องกัน คือ จัน ดารา ปฐมบท เผยแพร่ ตั้งแต่ วันที่ 6 กันยายน 2555[1] และ จัน ดารา ปัจฉิมบท เผยแพร่ ในปี 2556 มีเนื้อหา ทำนองนาฎกรรม เชิงสังวาส ว่าด้วย ความสัมพันธ์ ของครอบครัวหนึ่ง ทั้งที่เป็น ความรักฉันญาติ ความรักฉันชู้สาว และความเคียดแค้น ชิงชัง ชนิดที่ตัวละคร แต่ละตัวล้วน เป็นกระจกสะท้อน พฤติกรรม ของกันและกัน,"Set in the 1930s, the story recounts the growing pains of Jan, whose mother dies while giving birth to him and who’s intensely hated by his sadistic and debauched father. Jan grows up with his stepmother, and he struggles to reconcile his guilt and longing with different women in his life.",2012-09-06,25.196,6.0,35,"18, 10749",https://image.tmdb.org/t/p/w500/c9gLbsR4RzLPscyFCVQHWboQiuK.jpg
709716,บึงกาฬ,The Lake,"หมู่บ้านแห่งหนึ่งเผชิญหน้ากับสัตว์ประหลาดลึกลับจากทะเลสาบ คนในหมู่บ้านจึงต้องร่วมมือร่วมใจปกป้องบ้านเกิด กระทั่งพวกเขาค้นพบว่าความเลวร้ายไม่ได้มีเพียงแค่สัตว์สยอง The Lake บึงกาฬ ผลงานระทึกจากฝีมือผู้กำกับ 'ลี ทองคำ' (The Maid สาวลับใช้) คนจังหวัดบึงกาฬที่อยากทำหนังสะท้อนปัญหาสิ่งแวดล้อมในบ้านเกิด กระทั่งพัฒนาเป็นหนังสัตว์ประหลาด ""สัตว์ประหลาดเหมือนเป็นสัญลักษณ์แทนขยะ ที่จะทำให้คนรู้สึกกลัว"" ลี กล่าว 'จอร์ดู เชลล์' นักออกแบบจากหนังดัง Avatar (2009) และ Cloverfield (2008) รับหน้าที่ออกแบบสิ่งมีชีวิตชวนสยอง ซึ่งผสมผสานทั้งปลาดุก จระเข้ และงูเข้าไว้ด้วยกัน หนังนำแสดงโดย 'สุชาร์ มานะยิ่ง' (The Couple รัก ลวง หลอน) , 'วิทยา ปานศรีงาม' (Only God Forgives) , 'ธีรภัทร์ สัจจกุล' (แฟนเดย์..แฟนกันแค่วันเดียว) , และ 'สุพรรณษา เวชกามา' aka 'ลำไย ไหทองคำ'","When a mysterious monster rises from the Mekong River and attacks Bueng Kan, it cuts people off from the outside world. Officials and people in the area, including Chinese scientists who accidentally came to conduct research in Thailand, all forces must be mobilized to catch this crazy monster before it's too late.",2022-08-18,19.343,5.8,81,"27, 878, 53",https://image.tmdb.org/t/p/w500/y7iEPyRAvHMQstKfv4Udua4Q5gz.jpg
1226170,เทอม 3,Haunted Universities 3,วิญญาณอาฆาต ศาลเจ้าที่พิศวง ตลอดจนภยันตรายที่คืบคลานอย่างเงียบเชียบ เขย่าขวัญนักศึกษาที่มาพัวพันกับสิ่งเหนือธรรมชาติโดยไม่เฉลียวใจ ในภาพยนตร์รวมเรื่องสั้นสยองขวัญชุดนี้,"Vindictive spirits, lurking dangers and a peculiar shrine terrorize unsuspecting students who tangle with the supernatural in this horror anthology.",2024-05-30,20.186,5.3,3,"27, 35",https://image.tmdb.org/t/p/w500/wrgcEz7En3yqe2ZvNQV5zKR3uuI.jpg
