movie_id,title_th,title_en,overview_th,overview_en,release_date,popularity,vote_average,vote_count,genres,poster_url
804711,เรื่อง ผี เล่า,Haunted Tales,ไม่ว่าจะนั่งแท็กซี่กลับบ้านคนเดียว หรือค้างคืนที่โรงแรมวิญญาณหลอน ความสะพรึงมีซุกซ่อนอยู่ทุกหนแห่งในผลงานภาพยนตร์รวมเรื่องสั้นแนวผีๆ ชุดนี้,"""Haunted Car"" a young businessman with a lot of secrets on his way home in a taxi. It brings a horror story that reminds him of being alive ""The Book of Truth"" A thriller writer who received an email enigma about the legend of the leafy book. So he began writing his horror novels in the Bai Lan book before discovering fear beyond his imagination  ""Reborn"" A mysterious woman who comes to search for the most frightening story in a ghost hotel. She must try to survive. And free the evil spirits",2021-03-11,1.388,1.3,4,27,https://image.tmdb.org/t/p/w500/1OQ5eUuPa1GLqfGkgFled2rTKHH.jpg
249239,หมากเตะรีเทิร์นส,Lucky Loser,กุนซือพงศ์นรินทร์ อุลิศ โค้ชหนุ่มไฟแรงผู้ฝันอยากเห็นทีมไทยไปบอลโลก ยังคงไม่ได้รับโอกาสจากสมาพันธ์ฟุตบอลไทย ร้อนถึง เจ๊มิ่ง น้าสาวบ้าหวยรวยบอลแฟนพันธุ์แท้ทีมไทย แกประกาศลั่นถ้าถูกรางวัลที่ 1 จะทุ่มสปอนเซอร์ให้หลานรักพาบอลไทยไปตะลุยบอลโลกให้จงได้ แล้วชะตาก็ลิขิตให้ชีวิตสองน้าหลานผันผวน เมื่อเจ๊มิ่งดันถูกล็อตเตอรีชุดใหญ่จังเบอร์ 192 ล้านบาท!! แต่สมาพันธ์กลับพลิกลิ้นแต่งตั้งโค้ชบราซิล อ้างเสียบเพื่อชาติ เจ๊มิ่งยัวะจัดจูงมือหลานชายบินลัดฟ้าสู่ประเทศอาวี ลั่นวาจาคราวนี้แหละอาวีจะไปบอลโลก,"Denied the coaching job he really wanted, a star footballer accepts his wealthy aunt's offer to assemble a ragtag team in a neighboring country.",2006-10-18,2.906,6.0,2,35,https://image.tmdb.org/t/p/w500/rNhyOoTeOAW9YlZjhcCENvz970h.jpg
881813,วอน (เธอ) ไดเรคเตอร์ส คัท,Please (Her) Director's Cut,เรื่องราวความรักของนักศึกษากลุ่มหนึ่งที่ เป็นเพื่อนกัน แต่ตกหลุมรักกันเอง และไม่สามารถหาสมการใดมาแก้ไขปัญหาความรักนี้ได้ เมื่อ เพื่อนชาย 3 คน แอบหลงรักผู้หญิงคนเดียวกัน และต่างคนต่างก็มีมุมมองของตัวเอง เรื่อง 1 เรื่องผ่านการเล่าถึงความรู้สึกถึง 4 มุมมอง เพราะทุกคนย่อมเป็นพระเอก นางเอกในเรื่องของตัวเองเสมอ,"A story of a group of friends wherein three boys fall in love with the same woman. Same story but through 4 views.  ""Because love ... is not one-sided.""",2021-02-04,1.387,6.0,1,"10749, 18",https://image.tmdb.org/t/p/w500/dKO5Lzdfw2F2VcBinP5YxGsfVj9.jpg
1058387,ขุนแหย,The Lost Hero Of Ayodhya,"ได้เวลาฮาลั่นอโยธยา กับภาพยนตร์คอมเมดี้ ""ขุนแหย THE LOST HERO OF AYODHYA"" ผลงานจาก MONO ORIGINALS ที่ได้ 'เปลว ศิริสุวรรณ' มานั่งแท่นกำกับและดึงเอาดาวตลกทั่วฟ้าเมืองไทย มาร่วมกันถ่ายทอดเรื่องราวสุดฮาเต็มคาราเบลของ ""แหย"" (โจ๊ก-กรภพ) หมอยาสมุนไพรใจพระแถมยังใจซื่อมือสะอาด ถูก ""หลวงถลอก"" (สมชาย ศักดิกุล) ขุนนางตัวร้าย ลวงให้ไปตัดหัว ""เนเมียว"" (จตุรงค์ มกจ๊ก) แม่ทัพชาวพม่าแล้วทำการพอกน้ำผึ้งไว้ไม่ให้หัวเน่า เพื่อจะได้ไปรับรางวัลที่อยุธยาได้ทันการ แต่เรื่องไม่ได้ง่ายอย่างนั้น เพราะถึงแม้แหยจะเอาชีวิตรอดจากสนามรบแถมยังมีหัวของแม่ทัพเนเมียวเป็นของแถม แต่ก็ต้องผจญกับจอมขมังเวทย์อสรพิษ (สายเชีย วงศ์วิโรจน์) ที่พยายามจะชิงหัวแม่ทัพ รวมถึงต้องเอาชีวิตรอดจาก ""ลินดา"" (ถุงแป้ง-ภัทรวดี) สาวนักฆ่าที่ถูกจ้างมาอีกด้วย งานนี้ต้องมาช่วยกันลุ้นว่า ""แหย"" จะสามารถเอาชีวิตรอด และจะได้กลับบ้านไปนอนกอด ""สายสร้อย"" (แบมแบม-บุตรี) เมียรักด้วยร่างกายที่ครบ 32 หรือไม่?","The evil nobleman ""Luang Talok"" tricked ""Yae,"" a herbal medicine doctor, into cutting the head of Burmese commander ""Namyo"" . Will Yae survive the fight and return home to see his wife ""Sai Soi"" onec again?",2022-12-15,2.868,0.0,0,"12, 35, 28, 36",https://image.tmdb.org/t/p/w500/bm1aLzblgQsCZXcqPQUfzF15cFO.jpg
1169357,ค่าน้ำนม,Value of Mother's Milk,"รักแท้คือแม่ข้า พระคุณล้นเหลือเหนือฟ้า คือ “ค่าน้ำนม” ขอจารึกไว้เพื่อเทอดพระคุณแม่ของคนทั้งโลก",,1981-04-30,3.196,7.0,1,18,https://image.tmdb.org/t/p/w500/svvWiqKfjNtI8pRVwrHnAZl4rYW.jpg
1088097,Nostalgia,Nostalgia,,A boy wakes up with a toy in his hand. Which leads himself to the forgotten historical incidents and other people's shared memories.,2022-10-01,1.368,0.0,0,"18, 36",https://image.tmdb.org/t/p/w500/nJ2Q1vamOl4FoBsQoUgWLuNBQto.jpg
108838,หนุมานคลุกฝุ่น,The White Monkey Warrior,,A magical book is being sought by a group of bad guys who aim to misuse its power. Yod is assigned to protect the magical book without realizing that a Hanuman tattoo that he got since he was young is the most powerful weapon to defeat the bad guys.,2008-08-12,2.653,4.0,2,"28, 80, 9648",https://image.tmdb.org/t/p/w500/rXRzkywLbsavbmS2zzPjADmtTr1.jpg
67564,ผู้หญิง 5 บาป 2,Sin Sisters 2,,"The story centers around five attractive girls who find themselves trapped in an unfamiliar place with a strange voice telling them that one of them has to sacrifice her life in a diabolical ritual. Struggling to survive, the girls need to reveal their sins and sexual experiences in order to satisfy the devilish voice.",2010-05-27,3.153,1.0,2,35,https://image.tmdb.org/t/p/w500/oS7HFW8EGCj1gPTbUo38TZN4unV.jpg
1006862,น้องพี่ ดนตรี+เพื่อน,My Tempo,สองนักเรียนดนตรีมากพรสวรรค์ฝ่าฟันปัญหาซับซ้อนของชีวิตวัยรุ่น มิตรภาพ และชื่อเสียง ขณะดิ้นรนแข่งขันเพื่อคว้าชัยในการประกวดดนตรีพลิกชีวิต,"Two gifted music students navigate the complexities of youth, friendship and fame while fighting to win a career-defining music contest.",2022-10-20,1.364,0.0,0,"10749, 10402, 18",https://image.tmdb.org/t/p/w500/5O4Mud9nn1jEfIsCwsBVInlA6Dj.jpg
319631,คนเห็นผี,The Eyes Diary,"The Eyes Diary หนังสยองขวัญ (ปนโรแมนติก) เรื่องใหม่จากฝีมือผู้กำกับ มะเดี่ยว ชูเกียรติ ศักดิ์วีระกุล (คนผีปีศาจ ,13เกมสยอง) ว่าด้วยเรื่องราวของชายคนหนึ่ง ผู้ตามเก็บข้าวของจากคนที่เสียชีวิตไปแล้ว ด้วยความเชื่อส่วนตัวว่าการกระทำแบบนี้ จะช่วยให้เขาได้เห็นวิญญาณของคนรักที่ตายไปแล้ว","After a tragic motorcycle accident, Nott loses the love of his life. Feeling guilty and depressed, he tries to reach out to her in the afterlife.",2014-10-30,1.362,5.2,8,"10749, 27",https://image.tmdb.org/t/p/w500/ukU1quZPkJa3cevCZazdC5L5XDt.jpg
230958,สตางค์,Satang,,Just after World War II ends a train carrying freshly minted banknotes in wooden cases leaves Hat Yai for Bangkok. Soon after it leaves the station the officer in charge of the detail with his friends kill those guarding it and steal all of it. However in the ensuing confusion they lose it and others hide it. However even they cannot find it later until many years after they begin a new search. The officer who planned the entire scam hears about it and follows them. Who will get the money?,2000-10-28,3.142,6.0,1,18,https://image.tmdb.org/t/p/w500/varL06NmDCUnkeIwjtzdWiMcWy1.jpg
41995,5 หัวใจฮีโร่,Power Kids,"ณ บ้านมวยของ ครูเล็ก (อรุณ ภาวิไล) ครูมวยผู้เปรียบเสมือนพ่อแท้ ๆ และเป็นผู้สอนแม่ไม้มวยไทยเพื่อใช้เป็นอาวุธป้องกันตัวให้แก่เหล่าเด็ก ๆ นักสู้อย่าง วุธ (นันทวุฒิ บุญรับทรัพย์), แคท (ศษิสา จินดามณี) และ ป๋อง (เพทาย วงษ์คำเหลา) ทั้ง 3 คนมีหน้าที่ต้องดูแล วุ้น (ดรันต์ ตันติวิชิตเวช) น้องชายสุดที่รักของวุธซึ่งเป็นโรคหัวใจอยู่ โดยมี จิ๊บ (นวรัตน์ เตชะรัตนประเสริฐ) สาวห้าวคู่กัดของป๋องคอยเป็นเพื่อนเล่นอีกคนของวุ้น วิถีชีวิตของพวกเขาดูจะเป็นไปตามปกติสุข แต่แล้วเหตุการณ์พลิกผันบางอยกิดขึ้น เมื่อเด็กน้อยตัวเล็กใจใหญ่ทั้ง 5 คนต้องต่อสู้กับแก๊งอันธพาลอย่างเลี่ยงไม่ได้ นั่นทำให้โรคหัวใจของวุ้นเกิดอาการกำเริบขึ้นโดยไม่ทันตั้งตัว และจำเป็นต้องผ่าตัดเปลี่ยน หัวใจ เป็นการด่วน เป็นเหตุให้ทั้งหมดต้องเข้าไปเกี่ยวข้องกับการบุกยึดโรงพยาบาลของ เปดา (จอห์นนี่ เหงียน) ผู้ก่อการร้ายข้ามชาติระดับพระกาฬอย่างไม่คาดฝัน การต่อกรอันแสนดุเดือดของเหล่าฮีโร่ตัวน้อยหัวใจเกินร้อยกับผู้ก่อการร้ายใจทมิฬ","A group of friends have trained themselves in martial arts. One of the gang is in hospital so when the hospital is taken over by a group of terrorists, the kids take on the rebels.",2009-03-05,3.142,5.658,19,"28, 18",https://image.tmdb.org/t/p/w500/sfpUmXbmHU39GkiYVjLRTtJwAZJ.jpg
73102,โลกทั้งใบให้นายคนเดียว‎,Romantic Blue,,Mai quits school to go work as a mechanic while his brother stays in school and chases girls. However his need for money increases as his father gets sick and ends up in the hospital with bills no one can afford. The mechanic there knows of his financial problems and teaches him how to break into cars. He introduces him to a professional car theft gang and he starts working for them.,1995-06-16,2.926,7.2,3,"18, 80",https://image.tmdb.org/t/p/w500/zw2rvXLObiZveMqfLnicxnDNMXK.jpg
1374518,กรุณางดใช้เสียง,Please Shut Up,เมื่อสังคมเต็มไปด้วย 'คนอยากพูด' แต่ไม่มี 'คนอยากฟัง',,,3.136,0.0,0,,https://image.tmdb.org/t/p/w500None
243149,หัวหลุดแฟมิลี่,Headless Family,,"An accident during a holiday trip leaves an entire family decapitated, and yet they continue to live their lives, although under the curious eyes of their nosy neighbors.",2008-10-22,2.647,5.0,2,"35, 14",https://image.tmdb.org/t/p/w500/ruUJDZuOtWF7UgbzZhYlTYeWJcX.jpg
86663,30 กำลังแจ๋ว,Fabulous 30,"30 กำลังแจ๋ว... จริงเหรอ?? ผู้ชายสมัยนี้ เขารู้สึกว่าคุย 20 ก็เด็กไป 27 เป็นเพื่อนดีกว่า แต่ถ้าคบ 30 ล่ะก็....กำลังแจ๋ว เลย ""M๓๙"" จะทำให้ดวงตาทุกคู่ของสาวๆ (โดยเฉพาะสาวๆ 30 ขึ้น) เปล่งประกายวิ๊งๆ ปิ๊งๆ ไปกับภาพยนตร์แนวโรแมนติกวิ๊ดวิ้วจากฝีมือการกำกับของ ""คิง สมจริง ศรีสุภาพ"" ได้ ""อั้ม พัชราภา ไชยเชื้อ"" มาเป็นหัวหน้าฟาก 30 ฟากนี้จะทนใจแข็ง แข็งใจได้แค่ไหน เมื่อเจอกับฟากหนุ่มหล่อ ""เคน ภูภูมิ พงศ์ภานุ"" มาลุ้นใน ""30 กำลังแจ๋ว""  ""จ๋า"" สาวเอเจนซี่ โมษณาวัยย่าง 30 กำลังแจ๋วไปซะทุกเรื่อง ทั้งรูปร่างหน้าตาที่แสนจะแจ่มเจิดจรัสเต็มดีกรี หน้าที่การงานกำลังไปได้สวย. เธอมีไลฟ์สไตล์สุดเริ่ดกับการรับจัดปาร์ตี้เฮาส์แฮงเอ้าท์เฮฮากับเพื่อนๆ และมีชีวิตรักสุดเปอร์เฟ็กต์กับ""นภ"" กัปตันหนุ่มรูปงามที่บ่มความรักกันมาตั้ง7 ปี ถึงมันจะย่างเลข 3 ในอีกไม่กี่วันนี้แล้ว แต่เธอช่างมีความสุขเหลือเกิน ช่วงเวลานี้ช่างเป็นเวลา ""30กำลังแจ๋ว"" ของเธอจริงๆ","Ja, a beautiful woman has everything a woman is supposed to dream of having; a successful career, a partying lifestyle, and a handsome sweetheart. On her 30th birthday, Ja finds her perfect life changed when her boyfriend wants to halt the relationship.",2011-11-03,3.118,6.2,8,"18, 35, 10749",https://image.tmdb.org/t/p/w500/kXffTtpbaJM7Jm4femXdn9tcUAf.jpg
466023,มิสเตอร์เฮิร์ท มือวางอันดับเจ็บ,Mr. Hurt,Mr. Hurt เรื่องราวของ  ดอน สีชัง  (ซันนี่)  นักเทนนิสซูเปอร์สตาร์หนุ่ม ที่ฟอร์มหลุดชนิดเสียท่า (หรือจะเสียหมา จนเสียหลัก) เพราะบาดเจ็บจากความรักของ  แอนนา  (มารี) ดาราสาวสวย  ที่ถูกร็อกเกอร์หนุ่มมาดเข้มอย่าง จิมมี่ เดอะร็อกเก็ต (เผือก) เข้ามาแย่งชิงพื้นที่หัวใจ กระทั่งดอน สีชัง ได้รับความช่วยเหลือจาก ดิว เพื่อนหญิงในวัยเด็ก  ที่เข้ามาร่วมภารกิจพิชิต ความเฮิร์ทต่อความรักของดอน และศัตรูหัวใจอย่างจิมมี่ ผลลัพธ์จะเป็นอย่างไร!!!,"Don Sri-Chang, a tennis professional and world champion, is left heartbroken when his girlfriend turns down his marriage proposal and dates a rockstar. Dew, his long-lost friend, turns up out of nowhere to help him with the heartbreak.",2017-02-02,3.115,6.4,17,"35, 10749",https://image.tmdb.org/t/p/w500/6k3iJEWJpIxRXsE2kdegYEdmGW7.jpg
894086,LOVE เลยร้อยเอ็ด,Love 101,"จะเป็นอย่างไร เมื่อ ดาบแดง (หม่ำ จ๊กม๊ก) ตำรวจหนุ่มใหญ่ คว้าหัวใจของนางฟ้า แพ็ต (ธัญญ่า อาร์สยาม) ไปครอง ""หม่ำ จ๊กมก"" และ ""ธัญญ่า อาร์สยาม"" สิมาฮักกันหลายเติบเกินร้อยกับ เพลงต่างยุค คนต่างวัยแต่หัวใจตรงกัน สายัณห์ สัญญา ว่าจะรักกัน",A romance against huge generation gap between a barely pensioned policeman Daeng and a senior high school girl. The thirty-year gap makes their relationship difficult but they will try to prove their true love together.,2022-09-08,2.915,6.5,2,"10749, 35",https://image.tmdb.org/t/p/w500/gLGmzBWuz5MPRejutuv4s58qXFk.jpg
1061204,สะพานรักสารสิน 2216,Sarasin Bridge of Love 2216,เรื่องราวความรักระหว่าง หนุ่มขับรถสองแถวและรับจ้างกรีดยาง กับ นักศึกษาวิทยาลัยครู ที่ถูกเลี้ยงดูมาอย่างเข้มงวด โดย พ่อของเธอ ความรักของทั้งคู่มาถึงทางตันเมื่อพ่อบังคับให้ลูกสาวแต่งงานกับคนรวย ทั้งคู่จึงได้หนีไปอยู่ด้วยกันที่เกาะชาวเลแห่งหนึ่ง เส้นทางรักของทั้งคู่ไม่ได้โรยด้วยกลีบกุหลาบ พวกเขาถูกกีดกันให้ต้องแยกจากกัน แต่ด้วยความรักที่ทั้งคู่มีต่อกันอย่างตราตรึงได้กลายเป็นแรงผลักดันให้ทั้งคู่หาหนทางในการพบเจอกัน เพื่อใช้ชีวิตร่วมกัน จนกลายโศกนาฏกรรมทางประวัติศาสตร์และ กลายเป็นเรื่องกล่าวขานจวบจนปัจจุบัน,"Love story between a young man hired to tap rubber with a college student. Raised in strictness by her father, their love comes to a stalemate when the father forces his daughter to marry a rich man. The couple then fled together to an island. Their love path was not strewn with rose petals. They were excluded from each other. But with the love that both have imprinted on each other has become the driving force for both of them to find a way to meet each other to live together. Until it became a historical tragedy and became a story until now.",2023-01-19,2.167,5.0,2,"18, 10749",https://image.tmdb.org/t/p/w500/fedsIO9WfATVlrA3o6qsUSbsIez.jpg
1116945,ยามน่ารัก,Midnight Love,,"Content, the son of a film company owner, falls in love with Cop, a handsome guy who is looking for a job position as a security guard. Though they are different in both social status and roles, they are about to learn to know each other, and unforgettable friendship is going to begin.",2023-04-22,2.638,10.0,1,10749,https://image.tmdb.org/t/p/w500/ugFOz4dKsYnq4ckvNVp1162oR1y.jpg
628005,ขุนแผน ฟ้าฟื้น (Khun Phaen Begins),Khun Phaen Begins,"ขุนแผน ฟ้าฟื้น ผลงานการกำกับเรื่องล่าสุดของ ก้องเกียรติ โขมศิริ พร้อมเหล่านักแสดงนำ อาทิ มาริโอ้ เมาเร่อ, ณัทธนพล ทินโรจน์ (ฟิลลิป เดอะเฟซเมน), ฟ้า ยงวรี งามเกษม, แองเจลิน่า โฟรม็องโต้ และนักแสดงอีกคับคั่ง","A young thief is living his life just for fun and troubled. When he meets his childhood crush, he decides to join an army to win the girl's heart over a perfect boy who is a soldier and falls in love with her. From Zero to Hero, he has trained himself hard to be ready to fight after he found out that there's a villain trying to conquer the city.",2019-10-10,2.486,4.6,5,"28, 12, 35",https://image.tmdb.org/t/p/w500/kDzGLowNrphesuTPtCmL846xdZ4.jpg
69979,รักมันใหญ่มาก,Love Julinsee,,A romantic about teenage love that sparks during a music festival. The film revolves around young people who find different experiences of love.,2011-03-02,1.757,3.8,6,"35, 10749",https://image.tmdb.org/t/p/w500/q4pDczdV4rgqP5IXnil0KncEJ29.jpg
92220,น้ำตาลแดง 2,Brown Sugar 2,,The follow-up to the racy Brown Sugar anthology - this time three up-and-coming directors put their dark and surreal spin to the sensual collection of short stories.,2010-11-04,2.507,5.0,6,"18, 53, 10749",https://image.tmdb.org/t/p/w500/meXnWEoyNmCaF4PDcFWWwmGf6KI.jpg
1056465,เธอ เหงา เรา เต่า,Alone in Outing,,"After being betrayed by his colleague, Mix, a talented young architect starts working in a new company. Soon after, a Christmas outing is organized, but he cannot go because he has not yet completed a work. Then, he meets Bell, an intern who was doing an internship when no one was around  Mix came up with a fun idea, he organized a party for lonely people with a game: whoever invited the most people to the party wins!",2022-12-15,1.349,0.0,0,35,https://image.tmdb.org/t/p/w500/vlHOnp3El5BiRR09tXt7SSaTGES.jpg
24946,ปลุกมันขึ้นมาฆ่า 4,Spirited Killer,,"A group of travelers visiting the exotic forests of Thailand is suddenly attacked by a multi-weapon wielding maniac. Some manage to escape, others perish under his merciless blows. The maniac is the Spirited Killer, a forest dweller who kills anyone who steps into his jungle.",1994-01-01,3.02,4.1,13,"28, 14, 27",https://image.tmdb.org/t/p/w500/eUTTpamRb5xUVXFzgiVBccrzgUy.jpg
1317096,มูลู หน้าครู,มูลู หน้าครู,,,2025-03-06,2.171,0.0,0,27,https://image.tmdb.org/t/p/w500/y1aTtWkMjgKgkNa6Zxs3kmxje21.jpg
1012411,พยัคฆ์ร้าย 6 แผ่นดิน,Tiger 6 Lands,,"The beginning of a transnational hunt when a gang of thieves rob a diamond in Hong Kong, but ""David"" disagrees with the action. hurt But the police arrested him as a co-incriminator. and was also targeted by a gang of thieves But the diamond shop's daughter saw the incident. So David was acquitted of the charges. The diamond heist group known as ASIAN KING robbed in Asian countries. to buy weapons of war And the final goal is to show the Siam Ruby diamond show in Thailand. Must mobilize to subdue good skills in the name of the 6 lands bad tigers to prevent and suppress the ASIAN KING gang to the end. Will the mission of the 6 lands bad tigers be successful?",1982-02-27,1.823,0.0,0,,https://image.tmdb.org/t/p/w500/9w43tccW0b1qT7zdzbRZL0oxWyi.jpg
1299530,ไม่ต้องมีที่ที่ให้ฉันอยู่ แต่ขอแค่มีฉันอยู่ก็พอ,Spaceless,"เจษ เป็น ‘ตุลย์‘  ไบเบิ้ล เป็น ’กานต์’ คนนึงรับบทคนที่รัก ส่วนอีกคนรับบทคนที่ไม่ได้รัก..","Kan and Tul are aspiring actors who meet at an audition. From there on, another story unfolds, and both find themselves battling their own feelings.",2024-06-04,2.973,9.0,2,18,https://image.tmdb.org/t/p/w500/onqLPP6juzwCTmALEpkgxNPDngu.jpg
1276131,ผู้เช่า,The Tenant,เมื่อหนุ่มกราฟฟิกดีไซเนอร์ถังแตก ต้องมาเช่าหอพักที่มีเรื่องราวสุดสยองและเหล่าเพื่อนบ้านสุดลึกลับ ที่จะนำพาให้ทุกผู้เช่าต่างหวาดผวา,When a young graphic designer has to rent a dorm that has a terrifying story and mysterious neighbors. That will bring fear to every tenant.,2024-05-16,2.436,5.0,1,"27, 53",https://image.tmdb.org/t/p/w500/5dgHy5xa6mnvG4331vgFMEF9rwQ.jpg
287086,ทาสรักอสูร,Love Slave,จงลืมนิยายรัก ตบจูบ อันแสนลือลั่นที่คุณเคยรู้จัก เพราะว่าตลกหน้าเหลี่ยม หม่ำ จ๊กม๊ก จะเปิดตานานรัก ตบจูบ ครั้งใหม่ที่ไม่เหมือนครั้งไหนๆจะเป็นยังไง เมื่อเขาต้องพลิกบทบาทเป็น พิศาล เอ้ย…ยยย ชายเถื่อนไร้หัวใจ ที่ทุกคนต้องอึ้งและฮา ปะทะ สาวเมืองกรุงแสนสวยขี้วีน ที่รับบทโดยนักแสดงสาวสวยหน้าคม พิ้งกี้-สาวิกา ไชยเดช ร่วมด้วยสองนางร้ายตัวแม่อย่าง อ๋อม-สกำวใจ พูนสวัสดิ์ และ อุ้ม-ลักขณำ วัธนวงส์ศิริ ในตานานรักครั้งใหม่สุดเข้มข้นที่มีหัวใจเป็นเดิมพัน ทั้งรัก ทั้งแค้น ทั้งมันส์ ทั้งฮา ด้วยลีลาศิลปะการต่อสู้ ตบจูบ 360 องศำ กับภาพยนตร์รักหฤโหด โคตรมหาฮา ทำสรักอสูร เชิญคุณลงทัณฑ์ความฮา จนสมอุรา จนสาแก่จาย…ยยยยยย,"Tas Rak Asoon is a classic love-hate drama in the vein of veteran director Pisarn Akarasenee, which Mum has made in his own, slapstick way.  Sporting a new pirate-like look, Mum also stars in the film as Nai-hua Perm, a heartless man who seeks vengeance against the family responsible for the death of his sister. Also starring in Tas Rak Asoon are 27-year-old actress Savika Chaiyadej (Pinky), who plays a spoiled rich kid, and 31-year-old sexy star Lukkana Wattanawongsiri (Aum), who plays an island girl named Jet Ski. Throughout the film, the two women fight for the affections of Nai-hua Perm.",2014-07-03,2.886,4.5,2,"35, 18",https://image.tmdb.org/t/p/w500/furVhMLOP7hgVqk4mVg3d8JleV3.jpg
1239102,วังน้ำค้าง,วังน้ำค้าง,"ภาพยนตร์ชีวิต..ริษยา อาฆาต..ระคนเศร้า.. ประทับใจในความแปลก..ใหม่ ชมธรรมชาติที่งดงามก้องโลก เขาพิงกัน ถ้ำลอด เขาย้อย เขาหลัก ของจังหวัดพังงา",,1974-06-15,2.851,8.0,1,"18, 10749",https://image.tmdb.org/t/p/w500/3MULpJEySHMYmQMSgZc5yetGAWD.jpg
358329,2538 อัลเทอร์มาจีบ,Back to the 90s,ก้อง เด็กหนุ่มวัยรุ่นที่มีเฟซบุ๊กเป็นบ้านหลังที่สอง มีสมาร์ทโฟนเป็นปัจจัยที่ห้า เขามองว่าความรักก็เหมือนการเล่นไลน์ รักแล้วไม่ต้องรอ ส่งสติกเกอร์เดี๋ยวเดียวรู้เรื่อง แน่นอนว่าเขาไม่เคยเข้าใจความรักของพ่อแม่ที่กว่าจะรักกันได้ต้องใช้เวลาขนาดไหน แต่ไม่ทันไร ก้องก็ได้รู้เรื่องสมใจ เมื่อเขาไปเจอเพจเจอร์เก่ากึ๊กของพ่อที่อยู่ดี ๆ ก็มีข้อความส่งมาให้โทรกลับ แต่บังเอิญสมาร์ทโฟนคู่ใจแบตหมด เขาจึงใช้ตู้โทรศัพท์แทน  ก้องลืมตาขึ้นมาอีกที ก็พบว่าตัวเองอยู่ในปี 2538 ปีที่วัยรุ่นทุกคนยังฟังเพลงผ่านเทปคาสเซ็ท วงดนตรีอัลเทอร์เนทีฟอย่างวงพราว อรอรีย์ สไมล์บัฟฟาโล่ กำลังโด่งดังแบบสุด ๆ และที่สำคัญวัยรุ่นยังจีบกันผ่านเพจเจอร์อยู่เลย ก่อนที่เขาจะได้พบกับพ่อหรือ ตั้มวัยหนุ่ม และแม่หรือ แหม่มวัยสาว ที่ยังเป็นวัยรุ่นอัลเทอร์ฯสุดจี๊ดแต่นั่นยังไม่จี๊ดเท่ากับได้เจอ ส้ม เด็กสาววัยรุ่นสุดเปรี้ยวสมชื่อที่เขาตกหลุมรักเธอรวดเร็วราวกับส่งสติกเกอร์ไลน์ จนอยากเอาเธอมาจีบเสียเหลือเกิน แต่ดูเหมือนจะผิดที่ผิดทางผิดเวลาไปหน่อย เพราะส้มคือมือที่สามที่จะมาแย่งตั้มไปจากแหม่ม พูดง่าย ๆ ส้มคือตัวแปรสำคัญที่จะทำให้เขาไม่ได้เกิดมา!,"It's Back to the Future for a young Thai guy who discovers a message on an old pager and is transported 20 years back in time to 1995, altering the events in which his parents met and fell in love.",2015-03-19,2.645,7.1,19,"35, 10749, 10402",https://image.tmdb.org/t/p/w500/oxpWCujXKsFQRorT2P92Xq7nBG3.jpg
116589,เพลงสุดท้าย,The Last Song,,"The bittersweet story of Somying Dawrai, a beautiful and successful showgirl working in the famed transvestite cabaret Tiffani Show in Pattaya, Thailand. Somying swears to herself that she will never fall in love. However, when she meets Bunterm, a handsome young singer, her promise to herself falls by the wayside.",2006-06-15,2.986,3.5,2,18,https://image.tmdb.org/t/p/w500/mAYCQhoQhm8YNOn0uvIyPmpdFSi.jpg
271029,ไทม์ไลน์ จดหมาย..ความทรงจำ,Timeline,มัท หญิงสาวที่ยังคงมีภาพความทรงจำแห่งรักที่แสนงดงามต่อทันคนรักเก่าที่ได้จากไปโดยมีเพียงไร่สตอว์เบอร์รี่ที่สะเมิง จ.เชียงใหม่ และ แทน ลูกชายเพียงคนเดียวที่เป็นเสมือนตัวแทนความรักของเขาและเธอที่บัดนี้เติบโตเป็นหนุ่มและพร้อมที่จะเริ่มต้นมีชีวิตในแบบของตัวเองเมื่อกำลังจะก้าวเข้าสู่ชีวิตในรั้วมหาวิทยาลัย แต่ดูเหมือนว่าตลอด 19 ปีในชีวิตที่ผ่านมาสำหรับแทนแล้วการที่ต้องเติบโตขึ้นมาภายใต้ร่มเงาความรักที่สมบูรณ์แบบของพ่อและแม่กลับยิ่งทำให้เขาดิ้นรนและอยากออกไปสัมผัสกับโลกภายนอกตามวิธีคิดและการออกแบบชีวิตของเขาเองมากขึ้นเป็นทวีคูณ ชีวิตในกรุงเทพเปรียบได้กับโลกใบใหม่ที่ทุกสิ่งรอบตัวล้วนน่าแปลกตาและแตกต่างจากโลกใบเก่าที่สะเมิง และที่นี่ทำให้แทนได้พบกับ จูน เพื่อนใหม่ที่มีวิธีคิดและมองโลกอย่างแตกต่าง แต่กลับเติมเต็มความรู้สึกบางอย่างให้กับแทนโดยไม่รู้ตัว พูดได้ว่าจูนคือผู้หญิงเพียงคนเดียวที่คอยผลักดันและเป็นแรงบันดาลใจให้แทนได้ค้นพบสิ่งที่มีค่าที่สุดและมีความหมายที่สุดในแบบฉบับของตัวเขาเองนั่นคือ ความทรงจำแห่งรัก ที่จะอยู่ในใจของเขาตลอดไป,"Tan is expected to be like his dad but he would rather escape the narrow confines of his mother's world. His dreams look like they are coming true when he meets June, a free spirit who knows what she wants from life.",2014-02-13,2.971,6.8,6,"18, 10749",https://image.tmdb.org/t/p/w500/5UNG3YUfFC7aTm8P2y1QRsH1cd2.jpg
